gene	OMIMG	Disease	OMIMP	Inheritance
SLC12A8	611316			
SLC12A9	616861			
SLC13A1	606193			
SLC13A2	604148			
SLC13A3	606411	Leukoencephalopathy, acute reversible, with increased urinary alpha-ketoglutarate	618384	AR
SLC13A4	604309			
SLC13A5	608305	Developmental and epileptic encephalopathy 25, with amelogenesis imperfecta	615905	AR
SLC14A1	613868	[Blood group, Kidd]	111000	
SLC14A2	601611			
SLC15A1	600544			
SLC15A2	602339			
SLC15A3	610408			
SLC15A4	615806			
SLC16A1	600682	Hyperinsulinemic hypoglycemia, familial, 7; Erythrocyte lactate transporter defect; Monocarboxylate transporter 1 deficiency	610021; 245340; 616095	AD; AR, AD
SLC16A10	607550			
SLC16A11	615765			
SLC16A12	611910	Cataract 47, juvenile, with microcornea	612018	AD
SLC16A2	300095	Allan-Herndon-Dudley syndrome	300523	X-linked
SLC16A3	603877			
SLC16A4	603878			
SLC16A5	603879			
SLC16A6	603880			
SLC16A7	603654			
SLC16A8	610409			
SLC16A9	614242			
SLC17A1	182308			
SLC17A2	611049			
SLC17A3	611034	[Uric acid concentration, serum, QTL4]; {Gout susceptibility 4}	612671; 612671	AD
SLC17A4	604216			
SLC17A5	604322	Salla disease; Sialic acid storage disorder, infantile	604369; 269920	AR
SLC17A6	607563			
SLC17A7	605208			
SLC17A8	607557	Deafness, autosomal dominant 25	605583	AD
SLC17A9	612107	Porokeratosis 8, disseminated superficial actinic type	616063	AD
SLC18A1	193002			
SLC18A2	193001	?Parkinsonism-dystonia, infantile, 2	618049	AR
SLC18A3	600336	Myasthenic syndrome, congenital, 21, presynaptic	617239	AR
SLC18B1	613361			
SLC19A1	600424	?Megaloblastic anemia, folate-responsive	601775	AR
SLC19A2	603941	Thiamine-responsive megaloblastic anemia syndrome	249270	AR
SLC19A3	606152	Thiamine metabolism dysfunction syndrome 2 (biotin- or thiamine-responsive encephalopathy type 2)	607483	AR
SLC1A1	133550	Dicarboxylic aminoaciduria; {?Schizophrenia susceptibility 18}	222730; 615232	AR
SLC1A2	600300	Developmental and epileptic encephalopathy 41	617105	AD
SLC1A3	600111	Episodic ataxia, type 6	612656	AD
SLC1A4	600229	Spastic tetraplegia, thin corpus callosum, and progressive microcephaly	616657	AR
SLC1A5	109190			
SLC1A6	600637			
SLC1A7	604471			
SLC20A1	137570			
SLC20A2	158378	Basal ganglia calcification, idiopathic, 1	213600	AD
SLC22A1	602607			
SLC22A10	607580			
SLC22A11	607097			
SLC22A12	607096	Hypouricemia, renal	220150	AR
SLC22A13	604047			
SLC22A14	604048			
SLC22A15	608275			
SLC22A16	608276			
SLC22A17	611461			
SLC22A18	602631	Breast cancer, somatic; Lung cancer, somatic; Rhabdomyosarcoma, somatic	114480; 211980; 268210	
SLC22A18AS	603240			
SLC22A2	602608			
SLC22A20P	611696			
SLC22A23	611697			
SLC22A24	611698			
SLC22A25	610792			
SLC22A3	604842			
SLC22A4	604190	{Rheumatoid arthritis, susceptibility to}	180300	
SLC22A5	603377	Carnitine deficiency, systemic primary	212140	AR
SLC22A6	607582			
SLC22A7	604995			
SLC22A8	607581			
SLC22A9	607579			
SLC23A1	603790			
SLC23A2	603791			
SLC24A1	603617	Night blindness, congenital stationary (complete), 1D, autosomal recessive	613830	AR
SLC24A2	609838			
SLC24A3	609839			
SLC24A4	609840	[Skin/hair/eye pigmentation 6, blond/brown hair]; Amelogenesis imperfecta, type IIA5; [Skin/hair/eye pigmentation 6, blue/green eyes]	210750; 615887; 210750	AR
SLC24A5	609802	[Skin/hair/eye pigmentation 4, fair/dark skin]; Albinism, oculocutaneous, type VI	113750; 113750	AR
SLC25A1	190315	Combined D-2- and L-2-hydroxyglutaric aciduria; Myasthenic syndrome, congenital, 23, presynaptic	615182; 618197	AR
SLC25A10	606794	?Mitochondrial DNA depletion syndrome 19	618972	AR
SLC25A11	604165	Paragangliomas 6	618464	AD
SLC25A12	603667	Developmental and epileptic encephalopathy 39	612949	AR
SLC25A13	603859	Citrullinemia, type II, neonatal-onset; Citrullinemia, adult-onset type II	605814; 603471	AR
SLC25A14	300242			
SLC25A15	603861	Hyperornithinemia-hyperammonemia-homocitrullinemia syndrome	238970	AR
SLC25A16	139080			
SLC25A17	606795			
SLC25A18	609303			
SLC25A19	606521	Microcephaly, Amish type; Thiamine metabolism dysfunction syndrome 4 (progressive polyneuropathy type)	607196; 613710	AR
SLC25A2	608157			
SLC25A20	613698	Carnitine-acylcarnitine translocase deficiency	212138	AR
SLC25A21	607571	?Mitochondrial DNA depletion syndrome 18	618811	AR
SLC25A22	609302	Developmental and epileptic encephalopathy 3	609304	AR
SLC25A23	608746			
SLC25A24	608744	Fontaine progeroid syndrome	612289	AD
SLC25A25	608745			
SLC25A26	611037	Combined oxidative phosphorylation deficiency 28	616794	AR
SLC25A27	613725			
SLC25A28	609767			
SLC25A29	615064			
SLC25A3	600370	Mitochondrial phosphate carrier deficiency	610773	AR
SLC25A30	610793			
SLC25A31	610796			
SLC25A32	138480	?Exercise intolerance, riboflavin-responsive	616839	AR
SLC25A33	610816			
SLC25A34	610817			
SLC25A35	610818			
SLC25A36	616149			
SLC25A37	610387			
SLC25A38	610819	Anemia, sideroblastic, 2, pyridoxine-refractory	205950	AR
SLC25A39	610820			
SLC25A4	103220	Mitochondrial DNA depletion syndrome 12B (cardiomyopathic type) AR; Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 2; Mitochondrial DNA depletion syndrome 12A (cardiomyopathic type) AD	615418; 609283; 617184	AR; AD
SLC25A40	610821			
SLC25A41	610822			
SLC25A42	610823	Metabolic crises, recurrent, with variable encephalomyopathic features and neurologic regression	618416	AR
SLC25A43	300641			
SLC25A44	610824			
SLC25A45	610825			
SLC25A46	610826	Neuropathy, hereditary motor and sensory, type VIB; Pontocerebellar hypoplasia, type 1E	616505; 619303	AR
SLC25A47	609911			
SLC25A48	616150			
SLC25A5	300150			
SLC25A51	619153			
SLC25A52	616153			
SLC25A53	300941			
SLC25A6	300151			
SLC25A6	403000			
SLC26A1	610130	?Nephrolithiasis, calcium oxalate	167030	AR
SLC26A11	610117			
SLC26A2	606718	Epiphyseal dysplasia, multiple, 4; De la Chapelle dysplasia; Diastrophic dysplasia; Diastrophic dysplasia, broad bone-platyspondylic variant; Achondrogenesis Ib; Atelosteogenesis, type II	226900; 256050; 222600; 222600; 600972; 256050	AR
SLC26A3	126650	Diarrhea 1, secretory chloride, congenital	214700	AR
SLC26A4	605646	Deafness, autosomal recessive 4, with enlarged vestibular aqueduct; Pendred syndrome	600791; 274600	AR
SLC26A5	604943	?Deafness, autosomal recessive 61	613865	AR
SLC26A6	610068			
SLC26A7	608479			
SLC26A8	608480	Spermatogenic failure 3	606766	AR, AD
SLC26A9	608481			
SLC27A1	600691			
SLC27A2	603247			
SLC27A3	604193			
SLC27A4	604194	Ichthyosis prematurity syndrome	608649	AR
SLC27A5	603314			
SLC27A6	604196			
SLC28A1	606207	[Uridine-cytidineuria]	618477	AR
SLC28A2	606208			
SLC28A3	608269			
SLC29A1	602193			
SLC29A2	602110			
SLC29A3	612373	Histiocytosis-lymphadenopathy plus syndrome	602782	AR
SLC29A4	609149			
SLC2A1	138140	Dystonia 9; GLUT1 deficiency syndrome 1, infantile onset, severe; Stomatin-deficient cryohydrocytosis with neurologic defects; {Epilepsy, idiopathic generalized, susceptibility to, 12}; GLUT1 deficiency syndrome 2, childhood onset	601042; 606777; 608885; 614847; 612126	AD; AR, AD
SLC2A10	606145	Arterial tortuosity syndrome	208050	AR
SLC2A11	610367			
SLC2A12	610372			
SLC2A13	611036			
SLC2A14	611039			
SLC2A2	138160	Fanconi-Bickel syndrome; {Diabetes mellitus, noninsulin-dependent}	227810; 125853	AR; AD
SLC2A3	138170			
SLC2A4	138190			
SLC2A4RG	609493			
SLC2A5	138230			
SLC2A6	606813			
SLC2A7	610371			
SLC2A8	605245			
SLC2A9	606142	{Uric acid concentration, serum, QTL 2}; Hypouricemia, renal, 2	612076; 612076	AR, AD
SLC30A1	609521			
SLC30A10	611146	Hypermanganesemia with dystonia 1	613280	AR
SLC30A2	609617	Zinc deficiency, transient neonatal	608118	AD
SLC30A3	602878			
SLC30A4	602095			
SLC30A5	607819			
SLC30A6	611148			
SLC30A7	611149			
SLC30A8	611145	{Diabetes mellitus, noninsulin-dependent, susceptibility to}	125853	AD
SLC30A9	604604	Birk-Landau-Perez syndrome	617595	AR
SLC31A1	603085			
SLC31A2	603088			
SLC32A1	616440			
SLC33A1	603690	Spastic paraplegia 42, autosomal dominant; Congenital cataracts, hearing loss, and neurodegeneration	612539; 614482	AR; AD
SLC34A1	182309	?Fanconi renotubular syndrome 2; Hypercalcemia, infantile, 2; Nephrolithiasis/osteoporosis, hypophosphatemic, 1	613388; 616963; 612286	AR; AD
SLC34A2	604217	Pulmonary alveolar microlithiasis	265100	AR
SLC34A3	609826	Hypophosphatemic rickets with hypercalciuria	241530	AR
SLC35A1	605634	Congenital disorder of glycosylation, type IIf	603585	AR
SLC35A2	314375	Congenital disorder of glycosylation, type IIm	300896	Somatic mosaicism, XLD
SLC35A3	605632	Arthrogryposis, impaired intellectual development, and seizures	615553	AR
SLC35B1	610790			
SLC35B2	610788			
SLC35B3	610845			
SLC35B4	610923			
SLC35C1	605881	Congenital disorder of glycosylation, type IIc	266265	AR
SLC35C2	619530			
SLC35D1	610804	Schneckenbecken dysplasia	269250	AR
SLC35D2	609182			
SLC35D3	612519			
SLC35E2B	619315			
SLC35F5	619997			
SLC35F6	619667			
SLC35G1	617167			
SLC35G2	617812			
SLC35G5	615199			
SLC36A1	606561			
SLC36A2	608331	Iminoglycinuria, digenic; Hyperglycinuria	242600; 138500	AD; Digenic recessive, AR
SLC36A3	608332			
SLC36A4	613760			
SLC37A1	608094			
SLC37A2	619136			
SLC37A3	619137			
SLC37A4	602671	Glycogen storage disease Ib; Congenital disorder of glycosylation, type IIw; Glycogen storage disease Ic	232220; 619525; 232240	AR; AD
SLC38A1	608490			
SLC38A10	616525			
SLC38A11	616526			
SLC38A2	605180			
SLC38A3	604437	Developmental and epileptic encephalopathy 102	619881	AR
SLC38A4	608065			
SLC38A5	300649			
SLC38A6	616518			
SLC38A7	614236			
SLC38A8	615585	Foveal hypoplasia 2, with or without optic nerve misrouting and/or anterior segment dysgenesis	609218	AR
SLC38A9	616203			
SLC39A1	604740			
SLC39A10	608733			
SLC39A11	616508			
SLC39A12	608734			
SLC39A13	608735	Ehlers-Danlos syndrome, spondylodysplastic type, 3	612350	AR
SLC39A14	608736	?Hyperostosis cranalis interna; Hypermanganesemia with dystonia 2	144755; 617013	AR; AD
SLC39A2	612166			
SLC39A3	612168			
SLC39A4	607059	Acrodermatitis enteropathica	201100	AR
SLC39A5	608730	Myopia 24, autosomal dominant	615946	AD
SLC39A6	608731			
SLC39A7	601416	Agammaglobulinemia 9, autosomal recessive	619693	AR
SLC39A8	608732	Congenital disorder of glycosylation, type IIn	616721	AR
SLC39A9	619116			
SLC3A1	104614	Cystinuria	220100	AR, AD
SLC3A2	158070			
SLC40A1	604653	Hemochromatosis, type 4	606069	AD
SLC41A1	610801	?Nephronophthisis-like nephropathy 2	619468	AR
SLC41A2	610802			
SLC41A3	610803			
SLC43A1	603733			
SLC43A2	610791			
SLC43A3	618034			
SLC44A1	606105	Neurodegeneration, childhood-onset, with ataxia, tremor, optic atrophy, and cognitive decline	618868	AR
SLC44A2	606106			
SLC44A4	606107	?Deafness, autosomal dominant 72	617606	AD
SLC45A1	605763	Intellectual developmental disorder with neuropsychiatric features	617532	AR
SLC45A2	606202	[Skin/hair/eye pigmentation 5, dark/light eyes]; [Skin/hair/eye pigmentation 5, black/nonblack hair]; Albinism, oculocutaneous, type IV; [Skin/hair/eye pigmentation 5, dark/fair skin]	227240; 227240; 606574; 227240	AR
SLC45A3	605097			
SLC45A4	619581			
SLC46A1	611672	Folate malabsorption, hereditary	229050	AR
SLC46A2	608956			
SLC46A3	616764			
SLC47A1	609832			
SLC47A2	609833			
SLC48A1	612187			
SLC49A4	602773			
SLC4A1	109270	[Blood group, Swann]; [Blood group, Wright]; Distal renal tubular acidosis 1; [Blood group, Waldner]; Spherocytosis, type 4; [Blood group, Froese]; Distal renal tubular acidosis 4 with hemolytic anemia; {Malaria, resistance to}; Cryohydrocytosis; Ovalocytosis, SA type; [Blood group, Diego]	601550; 112050; 179800; 112010; 612653; 601551; 611590; 611162; 185020; 166900; 110500	AR; AD
SLC4A10	605556			
SLC4A11	610206	Corneal endothelial dystrophy, autosomal recessive; Corneal dystrophy, Fuchs endothelial, 4; Corneal endothelial dystrophy and perceptive deafness	217700; 613268; 217400	AR
SLC4A1AP	602655			
SLC4A2	109280			
SLC4A3	106195			
SLC4A4	603345	Renal tubular acidosis, proximal, with ocular abnormalities	604278	AR
SLC4A5	606757			
SLC4A7	603353			
SLC4A8	605024			
SLC4A9	610207			
SLC50A1	613683			
SLC51A	612084	?Cholestasis, progressive familial intrahepatic, 6	619484	AR
SLC51B	612085	?Bile acid malabsorption, primary, 2	619481	AR
SLC52A1	607883	Riboflavin deficiency	615026	AD
SLC52A2	607882	Brown-Vialetto-Van Laere syndrome 2	614707	AR
SLC52A3	613350	?Fazio-Londe disease; Brown-Vialetto-Van Laere syndrome 1	211500; 211530	AR
SLC5A1	182380	Glucose/galactose malabsorption	606824	AR
SLC5A10	618636			
SLC5A11	610238			
SLC5A12	612455			
SLC5A2	182381	Renal glucosuria	233100	AR, AD
SLC5A3	600444			
SLC5A4	618633			
SLC5A5	601843	Thyroid dyshormonogenesis 1	274400	AR
SLC5A6	604024	Sodium-dependent multivitamin transporter deficiency; Peripheral motor neuropathy, childhood-onset, biotin-responsive	618973; 619903	AR
SLC5A7	608761	Neuronopathy, distal hereditary motor, type VIIA; Myasthenic syndrome, congenital, 20, presynaptic	158580; 617143	AR; AD
SLC5A8	608044			
SLC66A1	614760			
SLC6A1	137165	Myoclonic-atonic epilepsy	616421	AD
SLC6A11	607952			
SLC6A12	603080			
SLC6A13	615097			
SLC6A14	300444			
SLC6A15	607971			
SLC6A16	607972			
SLC6A17	610299	Intellectual developmental disorder, autosomal recessive 48	616269	AR
SLC6A18	610300			
SLC6A19	608893	Iminoglycinuria, digenic; Hartnup disorder; Hyperglycinuria	242600; 234500; 138500	AD; AR; Digenic recessive, AR
SLC6A2	163970	?Orthostatic intolerance	604715	AD
SLC6A20	605616	Iminoglycinuria, digenic; Hyperglycinuria	242600; 138500	AD; Digenic recessive, AR
SLC6A3	126455	Parkinsonism-dystonia, infantile, 1; {Nicotine dependence, protection against}	613135; 188890	AR
SLC6A4	182138	{Obsessive-compulsive disorder}; {Anxiety-related personality traits}	164230; 607834	AD
SLC6A5	604159	Hyperekplexia 3	614618	AR, AD
SLC6A6	186854	Hypotaurinemic retinal degeneration and cardiomyopathy	145350	AR
SLC6A7	606205			
SLC6A8	300036	Cerebral creatine deficiency syndrome 1	300352	XLR
SLC6A9	601019	Glycine encephalopathy with normal serum glycine	617301	AR
SLC7A1	104615			
SLC7A10	607959			
SLC7A11	607933			
SLC7A13	617256			
SLC7A14	615720	Retinitis pigmentosa 68	615725	AR
SLC7A2	601872			
SLC7A3	300443			
SLC7A4	603752			
SLC7A5	600182			
SLC7A6	605641			
SLC7A6OS	619192	Epilepsy, progressive myoclonic, 12	619191	AR
SLC7A7	603593	Lysinuric protein intolerance	222700	AR
SLC7A8	604235			
SLC7A9	604144	Cystinuria	220100	AR, AD
SLC8A1	182305			
SLC8A2	601901			
SLC8A3	607991			
SLC8B1	609841			
SLC9A1	107310	Lichtenstein-Knorr syndrome	616291	AR
SLC9A2	600530			
SLC9A3	182307	Diarrhea 8, secretory sodium, congenital	616868	AR
SLC9A4	600531			
SLC9A5	600477			
SLC9A6	300231	Intellectual developmental disorder, X-linked syndromic, Christianson type	300243	X-linked
SLC9A7	300368	Intellectual developmental disorder, X-linked 108	301024	XLR
SLC9A8	612730			
SLC9A9	608396	{?Autism susceptibility 16}	613410	
SLC9B1	611527			
SLC9B2	611789			
SLC9C1	612738			
SLCO1A2	602883			
SLCO1B1	604843	Hyperbilirubinemia, Rotor type, digenic	237450	Digenic recessive
SLCO1B3	605495	Hyperbilirubinemia, Rotor type, digenic	237450	Digenic recessive
SLCO1B7	619875			
SLCO1C1	613389			
SLCO2A1	601460	Hypertrophic osteoarthropathy, primary, autosomal dominant; Hypertrophic osteoarthropathy, primary, autosomal recessive 2	167100; 614441	AR; AD
SLCO2B1	604988			
SLCO3A1	612435			
SLCO4A1	612436			
SLCO4C1	609013			
SLCO5A1	613543			
SLCO6A1	613365			
SLF1	618467			
SLF2	610348			
SLFN11	614953			
SLFN12	614955			
SLFN12L	614956			
SLFN13	614957			
SLFN14	614958	Bleeding disorder, platelet-type, 20	616913	AD
SLFN5	614952			
SLIRP	610211			
SLIT1	603742			
SLIT2	603746			
SLIT3	603745			
SLITRK1	609678	Tourette syndrome; ?Trichotillomania	137580; 613229	Multifactorial, AD; AD
SLITRK2	300561			
SLITRK3	609679			
SLITRK4	300562			
SLITRK5	609680			
SLITRK6	609681	Deafness and myopia	221200	AR
SLK	616563			
SLMAP	602701			
SLN	602203			
SLPI	107285			
SLU7	605974			
SLURP1	606119	Meleda disease	248300	AR
SLX1A	615822			
SLX1B	615823			
SLX4	613278	Fanconi anemia, complementation group P	613951	AR
SLX4IP	615958			
SMAD1	601595			
SMAD2	601366	Loeys-Dietz syndrome 6; Congenital heart defects, multiple types, 8, with or without heterotaxy	619656; 619657	AD
SMAD3	603109	Loeys-Dietz syndrome 3	613795	AD
SMAD4	600993	Pancreatic cancer, somatic; Myhre syndrome; Polyposis, juvenile intestinal; Juvenile polyposis/hereditary hemorrhagic telangiectasia syndrome	260350; 139210; 174900; 175050	AD
SMAD5	603110			
SMAD5-AS1	620035			
SMAD6	602931	Aortic valve disease 2; {Radioulnar synostosis, nonsyndromic}; {Craniosynostosis 7, susceptibility to}	614823; 179300; 617439	AD
SMAD7	602932	{Colorectal cancer, susceptibility to, 3}	612229	
SMAD9	603295	Pulmonary hypertension, primary, 2	615342	AD
SMAP1	611372			
SMAP2	616916			
SMARCA1	300012			
SMARCA2	600014	Nicolaides-Baraitser syndrome; Blepharophimosis-impaired intellectual development syndrome	601358; 619293	AD
SMARCA4	603254	Coffin-Siris syndrome 4; {Rhabdoid tumor predisposition syndrome 2}	614609; 613325	AD
SMARCA5	603375			
SMARCAD1	612761	Basan syndrome; Huriez syndrome; Adermatoglyphia	129200; 181600; 136000	AD
SMARCAL1	606622	Schimke immunoosseous dysplasia	242900	AR
SMARCB1	601607	Rhabdoid tumors, somatic; {Schwannomatosis-1, susceptibility to}; Coffin-Siris syndrome 3; {Rhabdoid tumor predisposition syndrome 1}	609322; 162091; 614608; 609322	AD
SMARCC1	601732			
SMARCC2	601734	Coffin-Siris syndrome 8	618362	AD
SMARCD1	601735	Coffin-Siris syndrome 11	618779	AD
SMARCD2	601736	Specific granule deficiency 2	617475	AR
SMARCD3	601737			
SMARCE1	603111	{Meningioma, familial, susceptibility to}; Coffin-Siris syndrome 5	607174; 616938	AD
SMC1A	300040	Cornelia de Lange syndrome 2; Developmental and epileptic encephalopathy 85, with or without midline brain defects	300590; 301044	XLD
SMC1B	608685			
SMC2	605576			
SMC3	606062	Cornelia de Lange syndrome 3	610759	AD
SMC4	605575			
SMC5	609386			
SMC6	609387			
SMCHD1	614982	Bosma arhinia microphthalmia syndrome; Fascioscapulohumeral muscular dystrophy 2, digenic	603457; 158901	Digenic dominant; AD
SMCO4	609477			
SMCP	601148			
SMCR8	617074			
SMDT1	615588			
SMG1	607032			
SMG5	610962			
SMG6	610963			
SMG7	610964			
SMG8	613175	Alzahrani-Kuwahara syndrome	619268	AR
SMG9	613176	Heart and brain malformation syndrome; Neurodevelopmental disorder with intention tremor, pyramidal signs, dyspraxia, and ocular anomalies	616920; 619995	AR
SMIM1	615242	[Blood group, Vel system]	615264	AR
SMIM20	617465			
SMIM29	611419			
SMIM3	608324			
SMN1	600354	Spinal muscular atrophy-2; Spinal muscular atrophy-4; Spinal muscular atrophy-3; Spinal muscular atrophy-1	253550; 271150; 253400; 253300	AR
SMN2	601627	{Spinal muscular atrophy, type III, modifier of}	253400	AR
SMNDC1	603519			
SMO	601500	Pallister-Hall-like syndrome; Basal cell carcinoma, somatic; Curry-Jones syndrome, somatic mosaic	241800; 605462; 601707	AR
SMOC1	608488	Microphthalmia with limb anomalies	206920	AR
SMOC2	607223	Dentin dysplasia, type I, with microdontia and misshapen teeth	125400	AR
SMOX	615854			
SMPD1	607608	Niemann-Pick disease, type B; Niemann-Pick disease, type A	607616; 257200	AR
SMPD2	603498			
SMPD3	605777			
SMPD4	610457	Neurodevelopmental disorder with microcephaly, arthrogryposis, and structural brain anomalies	618622	AR
SMPDL3A	610728			
SMPDL3B	617737			
SMPX	300226	Myopathy, distal, 7, adult-onset, X-linked; Deafness, X-linked 4	301075; 300066	XLD; XLR
SMR3A	618340			
SMR3B	611593			
SMS	300105	Intellectual developmental disorder, X-linked syndromic, Snyder-Robinson type	309583	XLR
SMTN	602127			
SMTNL1	613664			
SMU1	617811			
SMUG1	607753			
SMURF1	605568			
SMURF2	605532			
SMYD1	606846			
SMYD2	610663			
SMYD3	608783			
SMYD4	619134			
SMYD5	619114			
SNAI1	604238			
SNAI2	602150	Waardenburg syndrome, type 2D; Piebaldism	608890; 172800	AR; AD
SNAI3	612741			
SNAP23	602534			
SNAP25	600322	?Myasthenic syndrome, congenital, 18	616330	AD
SNAP29	604202	Cerebral dysgenesis, neuropathy, ichthyosis, and palmoplantar keratoderma syndrome	609528	AR
SNAP47	619659			
SNAP91	607923			
SNAPC1	600591			
SNAPC2	605076			
SNAPC3	602348			
SNAPC4	602777			
SNAPC5	605979			
SNAPIN	607007			
SNCA	163890	Dementia, Lewy body; Parkinson disease 1; Parkinson disease 4	127750; 168601; 605543	AD
SNCAIP	603779			
SNCB	602569	Dementia, Lewy body	127750	AD
SNCG	602998			
SND1	602181			
SNED1	616634			
SNF8	610904			
SNHG1	603222			
SNHG11	619494			
SNHG14	616259			
SNHG3	603238			
SNHG32	605447			
SNHG5	613263			
SNHG6	612215			
SNIP1	608241	Neurodevelopmental disorder with hypotonia, craniofacial abnormalities, and seizures	614501	AR
SNN	603032			
SNORA11	300662			
SNORA12	611330			
SNORA26	614626			
SNORA2C	615487			
SNORA31	619378	{Encephalopathy, acute, infection-induced (herpes-specific), susceptibility to, 10}	619396	AD
SNORA3B	611333			
SNORA5C	611335			
SNORA62	180646			
SNORA63	180647			
SNORA73A	180645			
SNORA73B	603239			
SNORA74B	611331			
SNORA81	611334			
SNORD112	613649			
SNORD113-1	613650			
SNORD114-1	613651			
SNORD115-1	609837			
SNORD116-1	605436			
SNORD118	616663	Leukoencephalopathy, brain calcifications, and cysts	614561	AR
SNORD13	616664			
SNORD139	611069			
SNORD15A	600455			
SNORD20	604012			
SNORD21	603635			
SNORD22	603223			
SNORD25	603224			
SNORD26	603225			
SNORD27	603226			
SNORD28	603227			
SNORD29	603228			
SNORD30	603229			
SNORD31	603230			
SNORD3A	180710			
SNORD43	611068			
SNORD50A	613117			
SNORD50B	613264			
SNORD73A	603568			
SNORD8	618943			
SNORD82	611133			
SNORD83A	611070			
SNORD83B	611071			
SNORD87	612216			
SNPH	604942			
SNRK	612760			
SNRNP200	601664	Retinitis pigmentosa 33	610359	AD
SNRNP27	619629			
SNRNP35	619631			
SNRNP40	607797			
SNRNP70	180740			
SNRPA	182285			
SNRPA1	603521			
SNRPB	182282	Cerebrocostomandibular syndrome	117650	AD
SNRPB2	603520			
SNRPC	603522			
SNRPD1	601063			
SNRPD2	601061			
SNRPD3	601062			
SNRPE	128260	Hypotrichosis 11	615059	AD
SNRPF	603541			
SNRPG	603542			
SNRPN	182279			
SNTA1	601017	Long QT syndrome 12	612955	AD
SNTB1	600026			
SNTB2	600027			
SNTG1	608714			
SNTG2	608715			
SNTN	617832			
SNU13	601304			
SNUPN	607902			
SNW1	603055			
SNX1	601272			
SNX10	614780	Osteopetrosis, autosomal recessive 8	615085	AR
SNX11	614906			
SNX12	300883			
SNX13	606589			
SNX14	616105	Spinocerebellar ataxia, autosomal recessive 20	616354	AR
SNX15	605964			
SNX16	614903			
SNX17	605963			
SNX2	605929			
SNX20	613281			
SNX21	619200			
SNX27	611541			
SNX3	605930			
SNX31	619839			
SNX33	619107			
SNX4	605931			
SNX5	605937			
SNX6	606098			
SNX7	614904			
SNX8	614905			
SNX9	605952			
SOAT1	102642			
SOAT2	601311			
SOBP	613667	Impaired intellectual development, anterior maxillary protrusion, and strabismus	613671	AR
SOCS1	603597	Autoinflammatory syndrome, familial, with or without immunodeficiency	619375	AD
SOCS2	605117			
SOCS2-AS1	617269			
SOCS3	604176			
SOCS4	616337			
SOCS5	607094			
SOCS6	605118			
SOCS7	608788			
SOD1	147450	Spastic tetraplegia and axial hypotonia, progressive; Amyotrophic lateral sclerosis 1	618598; 105400	AR; AR, AD
SOD2	147460	{Microvascular complications of diabetes 6}	612634	
SOD3	185490	[Superoxide dismutase, elevated extracellular]		
SOHLH1	610224	Ovarian dysgenesis 5; Spermatogenic failure 32	617690; 618115	AR; AD
SOHLH2	616066			
SON	182465	ZTTK syndrome	617140	AD
SORBS1	605264			
SORBS2	616349			
SORBS3	610795			
SORCS1	606283			
SORCS2	606284			
SORCS3	606285			
SORD	182500	Sorbitol dehydrogenase deficiency with peripheral neuropathy	618912	AR
SORL1	602005			
SORT1	602458	[Low density lipoprotein cholesterol level QTL6]	613589	AD
SOS1	182530	Noonan syndrome 4; ?Fibromatosis, gingival, 1	610733; 135300	AD
SOS2	601247	Noonan syndrome 9	616559	AD
SOST	605740	Sclerosteosis 1; Craniodiaphyseal dysplasia, autosomal dominant	269500; 122860	AR; AD
SOSTDC1	609675			
SOX1	602148			
SOX10	602229	Waardenburg syndrome, type 4C; PCWH syndrome; Waardenburg syndrome, type 2E, with or without neurologic involvement	613266; 609136; 611584	AD
SOX11	600898	Coffin-Siris syndrome 9	615866	AD
SOX12	601947			
SOX13	604748			
SOX14	604747			
SOX15	601297			
SOX17	610928	Vesicoureteral reflux 3	613674	AD
SOX18	601618	Hypotrichosis-lymphedema-telangiectasia syndrome; Hypotrichosis-lymphedema-telangiectasia-renal defect syndrome	607823; 137940	AR; AD
SOX2	184429	Optic nerve hypoplasia and abnormalities of the central nervous system; Microphthalmia, syndromic 3	206900; 206900	AD
SOX2-OT	616338			
SOX21	604974			
SOX3	313430	Intellectual developmental disorder, X-linked, with isolated growth hormone deficiency; Panhypopituitarism, X-linked	300123; 312000	X-linked
SOX30	606698			
SOX4	184430	Coffin-Siris syndrome 10	618506	AD
SOX5	604975	Lamb-Shaffer syndrome	616803	AD
SOX6	607257	Tolchin-Le Caignec syndrome	618971	AD
SOX7	612202			
SOX8	605923			
SOX9	608160	Campomelic dysplasia with autosomal sex reversal; Acampomelic campomelic dysplasia; Campomelic dysplasia	114290; 114290; 114290	AD
SP1	189906			
SP100	604585			
SP110	604457	{Mycobacterium tuberculosis, susceptibility to}; Hepatic venoocclusive disease with immunodeficiency	607948; 235550	AR
SP140	608602			
SP140L	617747			
SP2	601801			
SP3	601804			
SP4	600540			
SP5	609391			
SP6	608613	Amelogenesis imperfecta, type IK	620104	AD
SP7	606633	Osteogenesis imperfecta, type XII	613849	AR
SP8	608306			
SPA17	608621			
SPAAR	617627			
SPACA1	612739			
SPACA3	612749			
SPACA4	609932			
SPACA5	300593			
SPACA6	618945			
SPACA9	618552			
SPACDR	619782			
SPAG1	603395	Ciliary dyskinesia, primary, 28	615505	AR
SPAG11B	606560			
SPAG16	612173			
SPAG17	616554	?Spermatogenic failure 55	619380	AR
SPAG4	603038			
